# Data for GWALP_mon_40_rep 
#  Effective time, Count
5.838420393521858154e-01 1.800000000000000000e+01
7.881675170767280525e-01 1.100000000000000000e+01
9.924929948012704006e-01 6.000000000000000000e+00
1.196818472525812638e+00 0.000000000000000000e+00
1.401143950250354875e+00 0.000000000000000000e+00
1.605469427974897112e+00 1.000000000000000000e+00
1.809794905699439571e+00 1.000000000000000000e+00
2.014120383423981586e+00 1.000000000000000000e+00
2.218445861148524045e+00 0.000000000000000000e+00
2.422771338873066060e+00 0.000000000000000000e+00
2.627096816597608520e+00 0.000000000000000000e+00
2.831422294322150535e+00 0.000000000000000000e+00
3.035747772046692994e+00 0.000000000000000000e+00
3.240073249771235009e+00 1.000000000000000000e+00
3.444398727495777468e+00 0.000000000000000000e+00
3.648724205220319483e+00 0.000000000000000000e+00
3.853049682944861942e+00 0.000000000000000000e+00
4.057375160669404401e+00 0.000000000000000000e+00
4.261700638393946861e+00 0.000000000000000000e+00
4.466026116118489320e+00 0.000000000000000000e+00
4.670351593843031779e+00 0.000000000000000000e+00
4.874677071567573350e+00 0.000000000000000000e+00
5.079002549292115809e+00 0.000000000000000000e+00
5.283328027016658268e+00 0.000000000000000000e+00
5.487653504741200727e+00 0.000000000000000000e+00
5.691978982465743186e+00 0.000000000000000000e+00
5.896304460190284757e+00 0.000000000000000000e+00
6.100629937914827217e+00 0.000000000000000000e+00
6.304955415639369676e+00 0.000000000000000000e+00
6.509280893363912135e+00 0.000000000000000000e+00
6.713606371088453706e+00 0.000000000000000000e+00
6.917931848812996165e+00 0.000000000000000000e+00
7.122257326537538624e+00 0.000000000000000000e+00
7.326582804262081083e+00 0.000000000000000000e+00
7.530908281986623543e+00 0.000000000000000000e+00
7.735233759711165114e+00 0.000000000000000000e+00
7.939559237435707573e+00 0.000000000000000000e+00
8.143884715160249144e+00 0.000000000000000000e+00
8.348210192884792491e+00 0.000000000000000000e+00
8.552535670609334062e+00 0.000000000000000000e+00
8.756861148333877409e+00 0.000000000000000000e+00
8.961186626058418980e+00 0.000000000000000000e+00
9.165512103782960551e+00 0.000000000000000000e+00
9.369837581507503899e+00 0.000000000000000000e+00
9.574163059232045470e+00 0.000000000000000000e+00
9.778488536956588817e+00 0.000000000000000000e+00
9.982814014681130388e+00 0.000000000000000000e+00
1.018713949240567196e+01 0.000000000000000000e+00
1.039146497013021531e+01 0.000000000000000000e+00
1.059579044785475688e+01 0.000000000000000000e+00
1.080011592557930022e+01 0.000000000000000000e+00
1.100444140330384180e+01 0.000000000000000000e+00
1.120876688102838337e+01 0.000000000000000000e+00
1.141309235875292671e+01 0.000000000000000000e+00
1.161741783647746828e+01 0.000000000000000000e+00
1.182174331420200986e+01 0.000000000000000000e+00
1.202606879192655320e+01 0.000000000000000000e+00
1.223039426965109477e+01 0.000000000000000000e+00
1.243471974737563812e+01 0.000000000000000000e+00
1.263904522510017969e+01 1.000000000000000000e+00
